대학교,개설연도,과목명,개설학과,교양영역,학점,수강인원,강의설명
숭실대학교,2005-1,실용영문법,영어영문학부,외국어영역,,3,
숭실대학교,2005-1,실용영문법,교양특성화대학,외국어영역,,3,
숭실대학교,2005-1,기초실용영작문,교양특성화대학,외국어영역,,3,
숭실대학교,2005-1,기초실용영작문,교양특성화대학,외국어영역,,3,
숭실대학교,2005-1,기초실용영작문,교양특성화대학,외국어영역,,3,
숭실대학교,2005-1,기초실용영작문,교양특성화대학,외국어영역,,3,
숭실대학교,2005-1,기초실용영작문,교양특성화대학,외국어영역,,3,
숭실대학교,2005-1,기초실용영작문,교양특성화대학,외국어영역,,3,
숭실대학교,2005-1,초급영어청취,교양특성화대학,외국어영역,,3,
숭실대학교,2005-1,초급영어청취,교양특성화대학,외국어영역,,3,
숭실대학교,2005-1,초급영어청취,교양특성화대학,외국어영역,,3,
숭실대학교,2005-1,초급영어청취,교양특성화대학,외국어영역,,3,
숭실대학교,2005-1,초급영어청취,교양특성화대학,외국어영역,,3,
숭실대학교,2005-1,초급영어청취,교양특성화대학,외국어영역,,3,
숭실대학교,2005-1,중급영어청취,교양특성화대학,외국어영역,,3,
숭실대학교,2005-1,중급영어청취,교양특성화대학,외국어영역,,3,
숭실대학교,2005-1,중급영어청취,교양특성화대학,외국어영역,,3,
숭실대학교,2005-1,중급실용영작문,교양특성화대학,외국어영역,,3,
숭실대학교,2005-1,중급실용영작문,교양특성화대학,외국어영역,,3,
숭실대학교,2005-1,중급실용영작문,중어중문학과,외국어영역,,3,
숭실대학교,2005-1,기초중국어,중어중문학과,외국어영역,,3,
숭실대학교,2005-1,기초중국어,중어중문학과,외국어영역,,3,
숭실대학교,2005-1,기초중국어,독어독문학과,외국어영역,,3,
숭실대학교,2005-1,기초독일어,독어독문학과,외국어영역,,3,
숭실대학교,2005-1,기초독일어,국어국문학과,"['20,'21~'22]창의/융합,균형교양-문학·예술
 [‘23이후]문화·예술
 ['15이전]문학과예술(융합-인문)
 ['16-'18]균형교양(인문학-문학/어학/예술)
 ['19]균형교양-인문학(인간/문화/사고력)",,3,
숭실대학교,2005-1,영상으로보는한국문학,국어국문학과,"['20,'21~'22]창의/융합,균형교양-문학·예술
 [‘23이후]문화·예술
 ['15이전]문학과예술(융합-인문)
 ['16-'18]균형교양(인문학-문학/어학/예술)
 ['19]균형교양-인문학(인간/문화/사고력)",,3,
숭실대학교,2005-1,영상으로보는한국문학,문예창작학과,"['20,'21~'22]창의/융합,균형교양-문학·예술
 ['19]균형교양-인문학(인간/문화/사고력)
 ['16-'18]실용교양(개인과가족생활)
 ['15이전]문학과예술(융합-인문)
 [‘23이후]문화·예술",,3,
숭실대학교,2005-1,미술에의초대,문예창작학과,"['20,'21~'22]창의/융합,균형교양-문학·예술
 ['19]균형교양-인문학(인간/문화/사고력)
 ['16-'18]실용교양(개인과가족생활)
 ['15이전]문학과예술(융합-인문)
 [‘23이후]문화·예술",,3,
숭실대학교,2005-1,미술에의초대,문예창작학과,"['20,'21~'22]창의/융합,균형교양-문학·예술
 ['19]균형교양-인문학(인간/문화/사고력)
 ['16-'18]실용교양(개인과가족생활)
 ['15이전]문학과예술(융합-인문)
 [‘23이후]문화·예술",,3,
숭실대학교,2005-1,미술에의초대,문예창작학과,"['20,'21~'22]창의/융합,균형교양-문학·예술
 ['19]균형교양-인문학(인간/문화/사고력)
 ['16-'18]실용교양(개인과가족생활)
 ['15이전]문학과예술(융합-인문)
 [‘23이후]문화·예술",,3,
숭실대학교,2005-1,미술에의초대,영어영문학부,"['20,'21~'22]창의/융합,균형교양-문학·예술
 [‘23이후]문화·예술
 ['15이전]문학과예술(융합-인문)
 ['16-'18]균형교양(인문학-문학/어학/예술)
 ['19]균형교양-인문학(인간/문화/사고력)",,3,
숭실대학교,2005-1,필름과영미문학,평생교육학과,사회.경제.통일영역,,2,
숭실대학교,2005-1,인간심리와평생학습,평생교육학과,사회.경제.통일영역,,2,
숭실대학교,2005-1,인간심리와평생학습,평생교육학과,사회.경제.통일영역,,2,
숭실대학교,2005-1,인간심리와평생학습,평생교육학과,사회.경제.통일영역,,2,
숭실대학교,2005-1,인간심리와평생학습,평생교육학과,사회.경제.통일영역,,2,
숭실대학교,2005-1,인간심리와평생학습,평생교육학과,사회.경제.통일영역,,2,
숭실대학교,2005-1,인간심리와평생학습,사학과,"['19]균형교양-사회과학(사회/역사)
 ['16-'18]균형교양(사회과학-사회/정치/경제)
 ['15이전]역사와철학(융합-인문)",,3,
숭실대학교,2005-1,시민혁명과민주사회의성립,사학과,"['19]균형교양-사회과학(사회/역사)
 ['16-'18]균형교양(사회과학-사회/정치/경제)
 ['15이전]역사와철학(융합-인문)",,3,
숭실대학교,2005-1,시민혁명과민주사회의성립,정치외교학과,외국문화와국제관계영역,,3,
숭실대학교,2005-1,동아시아의이해,정치외교학과,외국문화와국제관계영역,,3,
숭실대학교,2005-1,이슬람사회와문화의이해,중어중문학과,외국문화와국제관계영역,,2,
숭실대학교,2005-1,중국사회와문화의이해,중어중문학과,외국문화와국제관계영역,,2,
숭실대학교,2005-1,중국사회와문화의이해,중어중문학과,외국문화와국제관계영역,,2,
숭실대학교,2005-1,중국사회와문화의이해,수학과,자연과수리영역,,2,
숭실대학교,2005-1,수학의세계,수학과,자연과수리영역,,2,
숭실대학교,2005-1,수학의세계,섬유공학과,자연과수리영역,,3,
숭실대학교,2005-1,신소재과학,섬유공학과,자연과수리영역,,3,
숭실대학교,2005-1,신소재과학,환경화학공학과,"['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
 ['19]균형교양-자연/공학(자연/과학/기술)
 ['16-'18]실용교양(기술생활)
 ['15이전]정보와기술(융합-자연)",,3,
숭실대학교,2005-1,산업과환경,환경화학공학과,"['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
 ['19]균형교양-자연/공학(자연/과학/기술)
 ['16-'18]실용교양(기술생활)
 ['15이전]정보와기술(융합-자연)",,3,
숭실대학교,2005-1,산업과환경,컴퓨터학부,"['15이전]정보와기술(융합-자연)
 ['16-'18]균형교양(자연과학-자연과학)
 ['19]균형교양-자연/공학(자연/과학/기술)
 ['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술",,3,
숭실대학교,2005-1,인터넷의이해,컴퓨터학부,"['15이전]정보와기술(융합-자연)
 ['16-'18]균형교양(자연과학-자연과학)
 ['19]균형교양-자연/공학(자연/과학/기술)
 ['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술",,3,
숭실대학교,2005-1,인터넷의이해,컴퓨터학부,"['15이전]정보와기술(융합-자연)
 ['16-'18]균형교양(자연과학-자연과학)
 ['19]균형교양-자연/공학(자연/과학/기술)
 ['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술",,3,
숭실대학교,2005-1,인터넷의이해,국어국문학과,생활문화영역,,3,
숭실대학교,2005-1,의사소통기법,국어국문학과,생활문화영역,,3,
숭실대학교,2005-1,의사소통기법,국어국문학과,생활문화영역,,3,
숭실대학교,2005-1,의사소통기법,평생교육학과,생활문화영역,,2,
숭실대학교,2005-1,세계속의한국사회와교육,평생교육학과,생활문화영역,,2,
숭실대학교,2005-1,세계속의한국사회와교육,평생교육학과,생활문화영역,,2,
숭실대학교,2005-1,세계속의한국사회와교육,국어국문학과,외국어영역,,3,
숭실대학교,2005-1,기초한문,국어국문학과,외국어영역,,3,
숭실대학교,2005-1,기초한문,국어국문학과,외국어영역,,3,
숭실대학교,2005-1,기초한문,국어국문학과,외국어영역,,3,
숭실대학교,2005-1,기초한문,철학과,"['20,'21~'22]창의/융합,균형교양-역사·철학·종교
 ['19]균형교양-인문학(인간/문화/사고력)
 ['16-'18]균형교양(인문학-철학/사상)
 ['15이전]역사와철학(융합-인문)
 [‘23이후]문화·예술",,3,
숭실대학교,2005-1,포스트모던의문화와철학,철학과,"['20,'21~'22]창의/융합,균형교양-역사·철학·종교
 ['19]균형교양-인문학(인간/문화/사고력)
 ['16-'18]균형교양(인문학-철학/사상)
 ['15이전]역사와철학(융합-인문)
 [‘23이후]문화·예술",,3,
숭실대학교,2005-1,포스트모던의문화와철학,정보통신전자공학부,"['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
 ['19]균형교양-자연/공학(자연/과학/기술)
 ['16-'18]실용교양(기술생활)
 ['15이전]정보와기술(융합-자연)",,3,
숭실대학교,2005-1,의용생체공학,정보통신전자공학부,"['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
 ['19]균형교양-자연/공학(자연/과학/기술)
 ['16-'18]실용교양(기술생활)
 ['15이전]정보와기술(융합-자연)",,3,
숭실대학교,2005-1,의용생체공학,독어독문학과,"['20,'21~'22]창의/융합,균형교양-문학·예술
 ['15이전]문학과예술(융합-인문)
 ['16-'18]균형교양(인문학-문학/어학/예술)
 ['19]균형교양-인문학(인간/문화/사고력)",,3,
숭실대학교,2005-1,영상으로보는독일문학,교양특성화대학,생활문화영역,,2,
숭실대학교,2005-1,웰빙시대의건강관리,교양특성화대학,생활문화영역,,2,
숭실대학교,2005-1,웰빙시대의건강관리,교양특성화대학,생활문화영역,,2,
숭실대학교,2005-1,웰빙시대의건강관리,교양특성화대학,생활문화영역,,2,
숭실대학교,2005-1,웰빙시대의건강관리,교양특성화대학,생활문화영역,,2,
숭실대학교,2005-1,웰빙시대의건강관리,교양특성화대학,생활문화영역,,2,
숭실대학교,2005-2,웰빙시대의건강관리,철학과,"['20,'21~'22]창의/융합,균형교양-역사·철학·종교
 ['19]균형교양-인문학(인간/문화/사고력)
 ['16-'18]균형교양(인문학-철학/사상)
 ['15이전]역사와철학(융합-인문)
 [‘23이후]인간·언어",,3,
숭실대학교,2005-2,한국철학사상의이해,철학과,"['20,'21~'22]창의/융합,균형교양-역사·철학·종교
 ['19]균형교양-인문학(인간/문화/사고력)
 ['16-'18]균형교양(인문학-철학/사상)
 ['15이전]역사와철학(융합-인문)
 [‘23이후]인간·언어",,3,
숭실대학교,2005-2,한국철학사상의이해,국어국문학과,"['20,'21~'22]창의/융합,균형교양-문학·예술
 ['19]균형교양-인문학(인간/문화/사고력)
 ['16-'18]균형교양(인문학-문학/어학/예술)
 ['15이전]문학과예술(융합-인문)
 [‘23이후]인간·언어",,3,
숭실대학교,2005-2,현대소설의이해,국어국문학과,"['20,'21~'22]창의/융합,균형교양-문학·예술
 ['19]균형교양-인문학(인간/문화/사고력)
 ['16-'18]균형교양(인문학-문학/어학/예술)
 ['15이전]문학과예술(융합-인문)
 [‘23이후]인간·언어",,3,
숭실대학교,2005-2,현대소설의이해,일본학과,외국어영역,,3,
숭실대학교,2005-2,중급일본어,일본학과,외국어영역,,3,
숭실대학교,2005-2,중급일본어,일본학과,외국어영역,,3,
숭실대학교,2005-2,중급일본어,일본학과,외국어영역,,3,
숭실대학교,2005-2,중급일본어,일본학과,외국어영역,,3,
숭실대학교,2005-2,중급일본어,물리학과,자연과수리영역,,3,
숭실대학교,2005-2,자연과학의세계,물리학과,자연과수리영역,,3,
숭실대학교,2005-2,자연과학의세계,물리학과,자연과수리영역,,3,
숭실대학교,2005-2,자연과학의세계,문예창작학과,"[‘23이후]문화·예술
 ['15이전]문학과예술(융합-인문)
 ['16-'18]균형교양(인문학-문학/어학/예술)
 ['19]균형교양-인문학(인간/문화/사고력)
 ['20,'21~'22]창의/융합,균형교양-문학·예술",,3,
숭실대학교,2005-2,문예창작,문예창작학과,"[‘23이후]문화·예술
 ['15이전]문학과예술(융합-인문)
 ['16-'18]균형교양(인문학-문학/어학/예술)
 ['19]균형교양-인문학(인간/문화/사고력)
 ['20,'21~'22]창의/융합,균형교양-문학·예술",,3,
숭실대학교,2005-2,문예창작,경제학과,사회.경제.통일영역,,3,
숭실대학교,2005-2,한국경제의이해,경제학과,사회.경제.통일영역,,3,
숭실대학교,2005-2,한국경제의이해,경제학과,사회.경제.통일영역,,3,
숭실대학교,2005-2,한국경제의이해,화학과,자연과수리영역,,3,
숭실대학교,2005-2,환경과학,화학과,자연과수리영역,,3,
숭실대학교,2005-2,환경과학,화학과,자연과수리영역,,3,
숭실대학교,2005-2,환경과학,물리학과,자연과수리영역,,2,
숭실대학교,2005-2,한국과학사,물리학과,자연과수리영역,,2,
숭실대학교,2005-2,한국과학사,물리학과,자연과수리영역,,2,
숭실대학교,2005-2,한국과학사,화학과,자연과수리영역,,2,
숭실대학교,2005-2,생명과학의이해,화학과,자연과수리영역,,22,
숭실대학교,2005-2,생명과학의이해,화학과,자연과수리영역,,2,
숭실대학교,2005-2,생명과학의이해,화학과,자연과수리영역,,2,
숭실대학교,2005-2,생명과학의이해,화학과,자연과수리영역,,2,
숭실대학교,2005-2,생명과학의이해,국제통상학과,외국문화와국제관계영역,,3,
숭실대학교,2005-2,국제무역의이해,국제통상학과,외국문화와국제관계영역,,3,
숭실대학교,2005-2,국제무역의이해,국제통상학과,외국문화와국제관계영역,,3,
숭실대학교,2005-2,국제무역의이해,정치외교학과,외국문화와국제관계영역,,3,
숭실대학교,2005-2,러시아의이해,정치외교학과,외국문화와국제관계영역,,3,
숭실대학교,2005-2,아프리카의이해,생활체육학과,생활문화영역,,2,
숭실대학교,2005-2,스포츠와건강관리,생활체육학과,생활문화영역,,2,
숭실대학교,2005-2,스포츠와건강관리,생활체육학과,생활문화영역,,2,
숭실대학교,2005-2,스포츠와건강관리,생활체육학과,생활문화영역,,2,
숭실대학교,2005-2,스포츠와건강관리,생활체육학과,생활문화영역,,2,
숭실대학교,2005-2,스포츠와건강관리(스키) (스포츠학부 제외),생활체육학과,생활문화영역,,2,
숭실대학교,2005-2,스포츠와건강관리,생활체육학과,생활문화영역,,2,
숭실대학교,2005-2,스포츠와건강관리,생활체육학과,생활문화영역,,22,
숭실대학교,2005-2,스포츠와건강관리,생활체육학과,생활문화영역,,2,
숭실대학교,2005-2,스포츠와건강관리,생활체육학과,생활문화영역,,2,
숭실대학교,2005-2,스포츠와건강관리,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,실용영문강독,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,실용영문강독,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,실용영문강독,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,실용영문강독,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,실용영문강독,중어중문학과,외국어영역,,3,
숭실대학교,2005-2,생활중국어,중어중문학과,외국어영역,,3,
숭실대학교,2005-2,생활중국어,중어중문학과,외국어영역,,3,
숭실대학교,2005-2,생활중국어,철학과,"['20,'21~'22]창의/융합,균형교양-문학·예술
 ['19]균형교양-인문학(인간/문화/사고력)
 ['16-'18]균형교양(인문학-철학/사상)
 ['15이전]역사와철학(융합-인문)
 [‘23이후]문화·예술",,3,
숭실대학교,2005-2,예술과인간이해,철학과,"['20,'21~'22]창의/융합,균형교양-문학·예술
 ['19]균형교양-인문학(인간/문화/사고력)
 ['16-'18]균형교양(인문학-철학/사상)
 ['15이전]역사와철학(융합-인문)
 [‘23이후]문화·예술",,3,
숭실대학교,2005-2,예술과인간이해,철학과,"['20,'21~'22]창의/융합,균형교양-문학·예술
 ['19]균형교양-인문학(인간/문화/사고력)
 ['16-'18]균형교양(인문학-철학/사상)
 ['15이전]역사와철학(융합-인문)
 [‘23이후]문화·예술",,3,
숭실대학교,2005-2,예술과인간이해,철학과,"['20,'21~'22]창의/융합,균형교양-문학·예술
 ['19]균형교양-인문학(인간/문화/사고력)
 ['16-'18]균형교양(인문학-철학/사상)
 ['15이전]역사와철학(융합-인문)
 [‘23이후]문화·예술",,3,
숭실대학교,2005-2,예술과인간이해,사학과,['15이전]역사와철학(융합-인문),,3,
숭실대학교,2005-2,한국전통생활사,사학과,['15이전]역사와철학(융합-인문),,3,
숭실대학교,2005-2,한국전통생활사,사학과,['15이전]역사와철학(융합-인문),,3,
숭실대학교,2005-2,한국전통생활사,사학과,"[‘23이후]인간·언어
 ['15이전]역사와철학(융합-인문)
 ['16-'18]균형교양(인문학-역사)
 ['19]균형교양-인문학(인간/문화/사고력)
 ['20,'21~'22]창의/융합,균형교양-역사·철학·종교",,3,
숭실대학교,2005-2,한국근대의민족운동,사학과,"[‘23이후]인간·언어
 ['15이전]역사와철학(융합-인문)
 ['16-'18]균형교양(인문학-역사)
 ['19]균형교양-인문학(인간/문화/사고력)
 ['20,'21~'22]창의/융합,균형교양-역사·철학·종교",,3,
숭실대학교,2005-2,한국근대의민족운동,사학과,"[‘23이후]인간·언어
 ['15이전]역사와철학(융합-인문)
 ['16-'18]균형교양(인문학-역사)
 ['19]균형교양-인문학(인간/문화/사고력)
 ['20,'21~'22]창의/융합,균형교양-역사·철학·종교",,3,
숭실대학교,2005-2,한국근대의민족운동,사학과,"[‘23이후]인간·언어
 ['15이전]역사와철학(융합-인문)
 ['16-'18]균형교양(인문학-역사)
 ['19]균형교양-인문학(인간/문화/사고력)
 ['20,'21~'22]창의/융합,균형교양-역사·철학·종교",,3,
숭실대학교,2005-2,한국근대의민족운동,사학과,"[‘23이후]인간·언어
 ['15이전]역사와철학(융합-인문)
 ['16-'18]균형교양(인문학-역사)
 ['19]균형교양-인문학(인간/문화/사고력)
 ['20,'21~'22]창의/융합,균형교양-역사·철학·종교",,3,
숭실대학교,2005-2,한국근대의민족운동,사학과,"['19]균형교양-사회과학(사회/역사)
 ['16-'18]균형교양(사회과학-문화및문명)
 ['15이전]역사와철학(융합-인문)
 [‘23이후]문화·예술
 ['20,'21~'22]창의/융합,균형교양-역사·철학·종교",,3,
숭실대학교,2005-2,실크로드와동서문화의교류,사학과,"['19]균형교양-사회과학(사회/역사)
 ['16-'18]균형교양(사회과학-문화및문명)
 ['15이전]역사와철학(융합-인문)
 [‘23이후]문화·예술
 ['20,'21~'22]창의/융합,균형교양-역사·철학·종교",,3,
숭실대학교,2005-2,실크로드와동서문화의교류,정치외교학과,사회.경제.통일영역,,3,
숭실대학교,2005-2,북한의이해,정치외교학과,사회.경제.통일영역,,3,
숭실대학교,2005-2,북한의이해,정치외교학과,사회.경제.통일영역,,3,
숭실대학교,2005-2,북한의이해,섬유공학과,"['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
 ['19]균형교양-자연/공학(자연/과학/기술)
 ['16-'18]실용교양(기술생활)
 ['15이전]정보와기술(융합-자연)
 [‘23이후]과학·기술",,3,
숭실대학교,2005-2,섬유패션의이해,섬유공학과,"['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
 ['19]균형교양-자연/공학(자연/과학/기술)
 ['16-'18]실용교양(기술생활)
 ['15이전]정보와기술(융합-자연)
 [‘23이후]과학·기술",,3,
숭실대학교,2005-2,섬유패션의이해,섬유공학과,"['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
 ['19]균형교양-자연/공학(자연/과학/기술)
 ['16-'18]실용교양(기술생활)
 ['15이전]정보와기술(융합-자연)
 [‘23이후]과학·기술",,3,
숭실대학교,2005-2,섬유패션의이해,전기제어시스템공학부,"['15이전]정보와기술(융합-자연)
 ['16-'18]실용교양(기술생활)
 ['19]균형교양-자연/공학(자연/과학/기술)
 ['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술",,3,
숭실대학교,2005-2,전기와생활,전기제어시스템공학부,"['15이전]정보와기술(융합-자연)
 ['16-'18]실용교양(기술생활)
 ['19]균형교양-자연/공학(자연/과학/기술)
 ['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술",,3,
숭실대학교,2005-2,전기와생활,전기제어시스템공학부,"['15이전]정보와기술(융합-자연)
 ['16-'18]실용교양(기술생활)
 ['19]균형교양-자연/공학(자연/과학/기술)
 ['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술",,3,
숭실대학교,2005-2,전기와생활,정치외교학과,외국문화와국제관계영역,,3,
숭실대학교,2005-2,유럽의이해,정치외교학과,외국문화와국제관계영역,,3,
숭실대학교,2005-2,유럽의이해,생활체육학과,생활문화영역,,2,
숭실대학교,2005-2,생활스포츠,생활체육학과,생활문화영역,,2,
숭실대학교,2005-2,생활스포츠,생활체육학과,생활문화영역,,2,
숭실대학교,2005-2,생활스포츠,생활체육학과,생활문화영역,,2,
숭실대학교,2005-2,생활스포츠,생활체육학과,생활문화영역,,2,
숭실대학교,2005-2,생활스포츠,생활체육학과,생활문화영역,,2,
숭실대학교,2005-2,생활스포츠,생활체육학과,생활문화영역,,2,
숭실대학교,2005-2,생활스포츠,생활체육학과,생활문화영역,,2,
숭실대학교,2005-2,생활스포츠,생활체육학과,생활문화영역,,2,
숭실대학교,2005-2,생활스포츠,생활체육학과,생활문화영역,,2,
숭실대학교,2005-2,생활스포츠,생활체육학과,생활문화영역,,2,
숭실대학교,2005-2,생활스포츠,생활체육학과,생활문화영역,,2,
숭실대학교,2005-2,생활스포츠,독어독문학과,생활문화영역,,2,
숭실대학교,2005-2,테마독일기행,독어독문학과,생활문화영역,,2,
숭실대학교,2005-2,테마독일기행,독어독문학과,생활문화영역,,2,
숭실대학교,2005-2,테마독일기행,독어독문학과,생활문화영역,,2,
숭실대학교,2005-2,테마독일기행,독어독문학과,생활문화영역,,2,
숭실대학교,2005-2,테마독일기행,철학과,"[‘23이후]인간·언어
 ['15이전]역사와철학(융합-인문)
 ['16-'18]기초역량(사고력-논리및비판적사고)
 ['19]균형교양-인문학(인간/문화/사고력)
 ['20,'21~'22]창의/융합,균형교양-역사·철학·종교",,3,
숭실대학교,2005-2,논리학,철학과,"[‘23이후]인간·언어
 ['15이전]역사와철학(융합-인문)
 ['16-'18]기초역량(사고력-논리및비판적사고)
 ['19]균형교양-인문학(인간/문화/사고력)
 ['20,'21~'22]창의/융합,균형교양-역사·철학·종교",,3,
숭실대학교,2005-2,논리학,국어국문학과,"['20,'21~'22]창의/융합,균형교양-사회·문화·심리
 ['19]균형교양-인문학(인간/문화/사고력)
 ['16-'18]균형교양(사회과학-문화및문명)
 ['15이전]문학과예술(융합-인문)
 [‘23이후]문화·예술",,3,
숭실대학교,2005-2,기호와문화,정보사회학과,사회.경제.통일영역,,3,
숭실대학교,2005-2,사이버세계와사회문제,정보사회학과,사회.경제.통일영역,,3,
숭실대학교,2005-2,사이버세계와사회문제,정보사회학과,사회.경제.통일영역,,3,
숭실대학교,2005-2,사이버세계와사회문제,사학과,"['16-'18]균형교양(사회과학-사회/정치/경제)
 ['15이전]역사와철학(융합-인문)
 [‘23이후]문화·예술
 ['19]균형교양-사회과학(사회/역사)
 ['20,'21~'22]창의/융합,균형교양-역사·철학·종교",,3,
숭실대학교,2005-2,근대중국사회의전개,사학과,"['16-'18]균형교양(사회과학-사회/정치/경제)
 ['15이전]역사와철학(융합-인문)
 [‘23이후]문화·예술
 ['19]균형교양-사회과학(사회/역사)
 ['20,'21~'22]창의/융합,균형교양-역사·철학·종교",,3,
숭실대학교,2005-2,근대중국사회의전개,사학과,"['16-'18]균형교양(사회과학-사회/정치/경제)
 ['15이전]역사와철학(융합-인문)
 [‘23이후]문화·예술
 ['19]균형교양-사회과학(사회/역사)
 ['20,'21~'22]창의/융합,균형교양-역사·철학·종교",,3,
숭실대학교,2005-2,근대중국사회의전개,사학과,"[‘23이후]문화·예술
 ['15이전]역사와철학(융합-인문)
 ['16-'18]균형교양(사회과학-문화및문명)
 ['19]균형교양-사회과학(사회/역사)
 ['20,'21~'22]창의/융합,균형교양-역사·철학·종교
 기독교과목",,3,
숭실대학교,2005-2,영상으로보는유럽문명과기독교,사학과,"[‘23이후]문화·예술
 ['15이전]역사와철학(융합-인문)
 ['16-'18]균형교양(사회과학-문화및문명)
 ['19]균형교양-사회과학(사회/역사)
 ['20,'21~'22]창의/융합,균형교양-역사·철학·종교
 기독교과목",,3,
숭실대학교,2005-2,영상으로보는유럽문명과기독교,사회사업학과,생활문화영역,,3,
숭실대학교,2005-2,사회봉사의이해및실제,사회사업학과,생활문화영역,,3,
숭실대학교,2005-2,사회봉사의이해및실제,사회사업학과,생활문화영역,,3,
숭실대학교,2005-2,사회봉사의이해및실제,경영학부,생활문화영역,,3,
숭실대학교,2005-2,증권투자의이해,경영학부,생활문화영역,,3,
숭실대학교,2005-2,증권투자의이해,경영학부,생활문화영역,,3,
숭실대학교,2005-2,증권투자의이해,벤처중소기업학부,사회.경제.통일영역,,3,
숭실대학교,2005-2,창조적경영,벤처중소기업학부,사회.경제.통일영역,,3,
숭실대학교,2005-2,창조적경영,수학과,자연과수리영역,,3,
숭실대학교,2005-2,유한수학의이해,수학과,자연과수리영역,,3,
숭실대학교,2005-2,유한수학의이해,정보통계·보험수리학과,사회.경제.통일영역,,3,
숭실대학교,2005-2,여론조사의이해,정보통계·보험수리학과,사회.경제.통일영역,,3,
숭실대학교,2005-2,여론조사의이해,정보통계·보험수리학과,사회.경제.통일영역,,3,
숭실대학교,2005-2,여론조사의이해,수학과,자연과수리영역,,2,
숭실대학교,2005-2,생활속의수학,수학과,자연과수리영역,,2,
숭실대학교,2005-2,생활속의수학,교양특성화대학,생활문화영역,,2,
숭실대학교,2005-2,정주영창업론,대학,생활문화영역,,2,
숭실대학교,2005-2,진로와직업선택,대학,생활문화영역,,2,
숭실대학교,2005-2,진로와직업선택,대학,생활문화영역,,2,
숭실대학교,2005-2,대학생활과진로탐색,대학,생활문화영역,,2,
숭실대학교,2005-2,대학생활과진로탐색,일본학과,외국문화와국제관계영역,,3,
숭실대학교,2005-2,한일문화비교,일본학과,외국문화와국제관계영역,,3,
숭실대학교,2005-2,한일문화비교,일본학과,외국문화와국제관계영역,,3,
숭실대학교,2005-2,한일문화비교,기계공학과,"[‘23이후]과학·기술
 ['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
 ['19]균형교양-자연/공학(자연/과학/기술)
 ['16-'18]실용교양(기술생활)
 ['15이전]정보와기술(융합-자연)",,3,
숭실대학교,2005-2,자동차의이해,기계공학과,"[‘23이후]과학·기술
 ['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
 ['19]균형교양-자연/공학(자연/과학/기술)
 ['16-'18]실용교양(기술생활)
 ['15이전]정보와기술(융합-자연)",,3,
숭실대학교,2005-2,자동차의이해,기계공학과,"[‘23이후]과학·기술
 ['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
 ['19]균형교양-자연/공학(자연/과학/기술)
 ['16-'18]실용교양(기술생활)
 ['15이전]정보와기술(융합-자연)",,3,
숭실대학교,2005-2,자동차의이해,일본학과,외국어영역,,3,
숭실대학교,2005-2,기초일본어,일본학과,외국어영역,,3,
숭실대학교,2005-2,기초일본어,일본학과,외국어영역,,3,
숭실대학교,2005-2,기초일본어,일본학과,외국어영역,,3,
숭실대학교,2005-2,기초일본어,일본학과,외국어영역,,3,
숭실대학교,2005-2,기초일본어,일본학과,외국어영역,,3,
숭실대학교,2005-2,기초일본어,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,TOEIC 600,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,TOEIC 600,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,TOEIC 600,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,TOEIC 600,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,TOEIC 600,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,TOEIC 600,교양특성화대학,외국어영역,,33,
숭실대학교,2005-2,TOEIC 800,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,TOEIC 800,불어불문학과,외국어영역,,3,
숭실대학교,2005-2,기초프랑스어,불어불문학과,외국어영역,,3,
숭실대학교,2005-2,기초프랑스어,영어영문학부,외국어영역,,3,
숭실대학교,2005-2,실용영문법,영어영문학부,외국어영역,,3,
숭실대학교,2005-2,실용영문법,영어영문학부,외국어영역,,3,
숭실대학교,2005-2,실용영문법,영어영문학부,외국어영역,,3,
숭실대학교,2005-2,실용영문법,영어영문학부,외국어영역,,3,
