대학교,개설연도,과목명,개설학과,교양영역,학점,수강인원,강의설명
숭실대학교,2005-2,실용영문법,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,기초실용영작문,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,기초실용영작문,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,기초실용영작문,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,기초실용영작문,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,기초실용영작문,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,기초실용영작문,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,초급영어청취,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,초급영어청취,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,초급영어청취,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,초급영어청취,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,초급영어청취,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,초급영어청취,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,중급영어청취,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,중급영어청취,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,중급영어청취,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,중급실용영작문,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,중급실용영작문,중어중문학과,외국어영역,,3,
숭실대학교,2005-2,기초중국어,중어중문학과,외국어영역,,3,
숭실대학교,2005-2,기초중국어,중어중문학과,외국어영역,,3,
숭실대학교,2005-2,기초중국어,독어독문학과,외국어영역,,3,
숭실대학교,2005-2,기초독일어,독어독문학과,외국어영역,,3,
숭실대학교,2005-2,기초독일어,정보통신전자공학부,"['15이전]정보와기술(융합-자연)
 ['16-'18]실용교양(기술생활)
 ['19]균형교양-자연/공학(자연/과학/기술)
 ['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술",,2,
숭실대학교,2005-2,TV방송기술의이해,정보통신전자공학부,"['15이전]정보와기술(융합-자연)
 ['16-'18]실용교양(기술생활)
 ['19]균형교양-자연/공학(자연/과학/기술)
 ['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술",,2,
숭실대학교,2005-2,TV방송기술의이해,정보통신전자공학부,"['15이전]정보와기술(융합-자연)
 ['16-'18]실용교양(기술생활)
 ['19]균형교양-자연/공학(자연/과학/기술)
 ['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술",,2,
숭실대학교,2005-2,TV방송기술의이해,국어국문학과,외국어영역,,3,
숭실대학교,2005-2,기초한문,국어국문학과,외국어영역,,3,
숭실대학교,2005-2,기초한문,국어국문학과,외국어영역,,3,
숭실대학교,2005-2,기초한문,국어국문학과,외국어영역,,3,
숭실대학교,2005-2,기초한문,불어불문학과,"[‘23이후]문화·예술
 ['15이전]문학과예술(융합-인문)
 ['16-'18]균형교양(인문학-문학/어학/예술)
 ['20,'21~'22]창의/융합,균형교양-문학·예술
 ['19]균형교양-인문학(인간/문화/사고력)",,3,
숭실대학교,2005-2,영상으로보는프랑스예술산책,불어불문학과,"[‘23이후]문화·예술
 ['15이전]문학과예술(융합-인문)
 ['16-'18]균형교양(인문학-문학/어학/예술)
 ['20,'21~'22]창의/융합,균형교양-문학·예술
 ['19]균형교양-인문학(인간/문화/사고력)",,3,
숭실대학교,2005-2,영상으로보는프랑스예술산책,불어불문학과,"[‘23이후]문화·예술
 ['15이전]문학과예술(융합-인문)
 ['16-'18]균형교양(인문학-문학/어학/예술)
 ['20,'21~'22]창의/융합,균형교양-문학·예술
 ['19]균형교양-인문학(인간/문화/사고력)",,3,
숭실대학교,2005-2,영상으로보는프랑스예술산책,중어중문학과,"['20,'21~'22]창의/융합,균형교양-문학·예술
 ['19]균형교양-인문학(인간/문화/사고력)
 ['16-'18]균형교양(인문학-문학/어학/예술)
 ['15이전]문학과예술(융합-인문)
 [‘23이후]문화·예술",,3,
숭실대학교,2005-2,중국문학과예술세계,중어중문학과,"['20,'21~'22]창의/융합,균형교양-문학·예술
 ['19]균형교양-인문학(인간/문화/사고력)
 ['16-'18]균형교양(인문학-문학/어학/예술)
 ['15이전]문학과예술(융합-인문)
 [‘23이후]문화·예술",,3,
숭실대학교,2005-2,중국문학과예술세계,정치외교학과,사회.경제.통일영역,,3,
숭실대학교,2005-2,분단극복과민족통합,정치외교학과,사회.경제.통일영역,,3,
숭실대학교,2005-2,분단극복과민족통합,철학과,생활문화영역,,3,
숭실대학교,2005-2,설득과수사,철학과,생활문화영역,,3,
숭실대학교,2005-2,설득과수사,철학과,생활문화영역,,3,
숭실대학교,2005-2,설득과수사,평생교육학과,생활문화영역,,2,
숭실대학교,2005-2,결혼과생애발달과업,평생교육학과,생활문화영역,,2,
숭실대학교,2005-2,결혼과생애발달과업,평생교육학과,생활문화영역,,2,
숭실대학교,2005-2,결혼과생애발달과업,평생교육학과,생활문화영역,,2,
숭실대학교,2005-2,결혼과생애발달과업,평생교육학과,생활문화영역,,2,
숭실대학교,2005-2,결혼과생애발달과업,철학과,"[‘23이후]인간·언어
 ['15이전]역사와철학(융합-인문)
 ['16-'18]숭실품성(인성-가치관및윤리교육)
 ['19]숭실품성-인성과리더십
 ['20,'21~'22]창의/융합,균형교양-역사·철학·종교",,3,
숭실대학교,2005-2,영상을통한생명윤리의이해,철학과,"[‘23이후]인간·언어
 ['15이전]역사와철학(융합-인문)
 ['16-'18]숭실품성(인성-가치관및윤리교육)
 ['19]숭실품성-인성과리더십
 ['20,'21~'22]창의/융합,균형교양-역사·철학·종교",,3,
숭실대학교,2005-2,영상을통한생명윤리의이해,행정학부,외국문화와국제관계영역,,3,
숭실대학교,2005-2,지방자치와세계화,행정학부,외국문화와국제관계영역,,3,
숭실대학교,2005-2,지방자치와세계화,행정학부,외국문화와국제관계영역,,3,
숭실대학교,2005-2,지방자치와세계화,독어독문학과,외국문화와국제관계영역,,2,
숭실대학교,2005-2,독일어권의사회와문화,독어독문학과,외국문화와국제관계영역,,2,
숭실대학교,2005-2,독일어권의사회와문화,독어독문학과,외국문화와국제관계영역,,2,
숭실대학교,2005-2,독일어권의사회와문화,독어독문학과,외국문화와국제관계영역,,2,
숭실대학교,2005-2,독일어권의사회와문화,독어독문학과,외국문화와국제관계영역,,2,
숭실대학교,2005-2,독일어권의사회와문화,불어불문학과,외국문화와국제관계영역,,2,
숭실대학교,2005-2,불어권의사회와문화,불어불문학과,외국문화와국제관계영역,,2,
숭실대학교,2005-2,불어권의사회와문화,불어불문학과,외국문화와국제관계영역,,2,
숭실대학교,2005-2,불어권의사회와문화,불어불문학과,외국문화와국제관계영역,,2,
숭실대학교,2005-2,불어권의사회와문화,불어불문학과,외국문화와국제관계영역,,2,
숭실대학교,2005-2,불어권의사회와문화,컴퓨터학부,"['16-'18]균형교양(자연과학-자연과학)
 ['15이전]정보와기술(융합-자연)
 [‘23이후]과학·기술
 ['19]균형교양-자연/공학(자연/과학/기술)
 ['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술",,3,
숭실대학교,2005-2,컴퓨터학의이해,컴퓨터학부,"['16-'18]균형교양(자연과학-자연과학)
 ['15이전]정보와기술(융합-자연)
 [‘23이후]과학·기술
 ['19]균형교양-자연/공학(자연/과학/기술)
 ['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술",,3,
숭실대학교,2005-2,컴퓨터학의이해,컴퓨터학부,"['16-'18]균형교양(자연과학-자연과학)
 ['15이전]정보와기술(융합-자연)
 [‘23이후]과학·기술
 ['19]균형교양-자연/공학(자연/과학/기술)
 ['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술",,3,
숭실대학교,2005-2,컴퓨터학의이해,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,English Comunication Through Media,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,English Comunication Through Media,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,English Comunication Through Media,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,English Comunication Through Media,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,English Comunication Through Media,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,스크린영어,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,스크린영어,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,스크린영어,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,스크린영어,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,스크린영어,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,스크린영어,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,Public Speaking,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,Public Speaking,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,Public Speaking,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,Public Speaking,교양특성화대학,외국어영역,,3,
숭실대학교,2005-2,Public Speaking,정치외교학과,사회.경제.통일영역,,2,
숭실대학교,2005-2,한국정치의쟁점,정치외교학과,사회.경제.통일영역,,2,
숭실대학교,2005-2,한국정치의쟁점,정치외교학과,사회.경제.통일영역,,2,
숭실대학교,2005-2,한국정치의쟁점,국어국문학과,외국어영역,,3,
숭실대학교,2005-2,생활한문,국어국문학과,외국어영역,,3,
숭실대학교,2005-2,생활한문,국어국문학과,외국어영역,,3,
숭실대학교,2005-2,생활한문,기독교학과,생활문화영역,,2,
숭실대학교,2005-2,기독교윤리,기독교학과,생활문화영역,,2,
숭실대학교,2005-2,기독교윤리,기독교학과,생활문화영역,,2,
숭실대학교,2005-2,기독교윤리,법학과,"법학과목
 사회.경제.통일영역",,3,
숭실대학교,2005-2,생활과법률,법학과,"법학과목
 사회.경제.통일영역",,3,
숭실대학교,2005-2,생활과법률,법학과,"법학과목
 사회.경제.통일영역",,3,
숭실대학교,2005-2,생활과법률,법학과,"법학과목
 사회.경제.통일영역",,3,
숭실대학교,2005-2,생활과법률,법학과,"법학과목
 사회.경제.통일영역",,3,
숭실대학교,2005-2,생활과법률,정보사회학과,사회.경제.통일영역,,3,
숭실대학교,2005-2,문화인류학,정보사회학과,사회.경제.통일영역,,3,
숭실대학교,2005-2,문화인류학,문예창작학과,"['20,'21~'22]창의/융합,균형교양-문학·예술
 ['19]균형교양-인문학(인간/문화/사고력)
 ['16-'18]균형교양(인문학-문학/어학/예술)
 ['15이전]문학과예술(융합-인문)
 [‘23이후]문화·예술",,3,
숭실대학교,2005-2,영상예술의이해,문예창작학과,"['20,'21~'22]창의/융합,균형교양-문학·예술
 ['19]균형교양-인문학(인간/문화/사고력)
 ['16-'18]균형교양(인문학-문학/어학/예술)
 ['15이전]문학과예술(융합-인문)
 [‘23이후]문화·예술",,3,
숭실대학교,2005-2,영상예술의이해,문예창작학과,"['20,'21~'22]창의/융합,균형교양-문학·예술
 ['19]균형교양-인문학(인간/문화/사고력)
 ['16-'18]균형교양(인문학-문학/어학/예술)
 ['15이전]문학과예술(융합-인문)
 [‘23이후]문화·예술",,3,
숭실대학교,2005-2,영상예술의이해,문예창작학과,"['20,'21~'22]창의/융합,균형교양-문학·예술
 ['19]균형교양-인문학(인간/문화/사고력)
 ['16-'18]균형교양(인문학-문학/어학/예술)
 ['15이전]문학과예술(융합-인문)
 [‘23이후]문화·예술",,3,
숭실대학교,2005-2,영상예술의이해,문예창작학과,"['20,'21~'22]창의/융합,균형교양-문학·예술
 ['19]균형교양-인문학(인간/문화/사고력)
 ['16-'18]균형교양(인문학-문학/어학/예술)
 ['15이전]문학과예술(융합-인문)
 [‘23이후]문화·예술",,3,
숭실대학교,2005-2,영상예술의이해,문예창작학과,"['20,'21~'22]창의/융합,균형교양-문학·예술
 ['19]균형교양-인문학(인간/문화/사고력)
 ['16-'18]균형교양(인문학-문학/어학/예술)
 ['15이전]문학과예술(융합-인문)
 [‘23이후]문화·예술",,3,
숭실대학교,2005-2,영상예술의이해,언론홍보학과,"[‘23이후]사회·정치·경제
 ['15이전]문학과예술(융합-인문)
 ['16-'18]균형교양(사회과학-문화및문명)
 ['19]균형교양-사회과학(사회/역사)
 ['20,'21~'22]창의/융합,균형교양-사회·문화·심리",,3,
숭실대학교,2005-2,대중매체와현대사회,언론홍보학과,"[‘23이후]사회·정치·경제
 ['15이전]문학과예술(융합-인문)
 ['16-'18]균형교양(사회과학-문화및문명)
 ['19]균형교양-사회과학(사회/역사)
 ['20,'21~'22]창의/융합,균형교양-사회·문화·심리",,3,
숭실대학교,2005-2,대중매체와현대사회,언론홍보학과,"[‘23이후]사회·정치·경제
 ['15이전]문학과예술(융합-인문)
 ['16-'18]균형교양(사회과학-문화및문명)
 ['19]균형교양-사회과학(사회/역사)
 ['20,'21~'22]창의/융합,균형교양-사회·문화·심리",,3,
숭실대학교,2005-2,대중매체와현대사회,언론홍보학과,"[‘23이후]사회·정치·경제
 ['15이전]문학과예술(융합-인문)
 ['16-'18]균형교양(사회과학-문화및문명)
 ['19]균형교양-사회과학(사회/역사)
 ['20,'21~'22]창의/융합,균형교양-사회·문화·심리",,3,
숭실대학교,2005-2,대중매체와현대사회,언론홍보학과,"[‘23이후]사회·정치·경제
 ['15이전]문학과예술(융합-인문)
 ['16-'18]균형교양(사회과학-문화및문명)
 ['19]균형교양-사회과학(사회/역사)
 ['20,'21~'22]창의/융합,균형교양-사회·문화·심리",,3,
